Domain,Area,Element,Item,Year,Unit,Value
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Fruits - Excluding Wine","1993","kg","79.12"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Fruits - Excluding Wine","1994","kg","81.18"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Fruits - Excluding Wine","1995","kg","78.86"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Fruits - Excluding Wine","1996","kg","81.73"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Fruits - Excluding Wine","1997","kg","79.59"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Fruits - Excluding Wine","1998","kg","89.69"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Fruits - Excluding Wine","1999","kg","86.42"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Fruits - Excluding Wine","2000","kg","84.7"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Fruits - Excluding Wine","2001","kg","91.94"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Fruits - Excluding Wine","2002","kg","97.94"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Fruits - Excluding Wine","2003","kg","115.61"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Fruits - Excluding Wine","2004","kg","116.18"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Fruits - Excluding Wine","2005","kg","127.03"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Fruits - Excluding Wine","2006","kg","139.08"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Fruits - Excluding Wine","2007","kg","126.91"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Fruits - Excluding Wine","2008","kg","134.21"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Fruits - Excluding Wine","2009","kg","125.13"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Fruits - Excluding Wine","2010","kg","123.29"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Fruits - Excluding Wine","2011","kg","125.72"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Fruits - Excluding Wine","2012","kg","126.05"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Fruits - Excluding Wine","2013","kg","127.41"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Stimulants","1961","kg","6.91"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Stimulants","1962","kg","7.34"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Stimulants","1963","kg","7.92"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Stimulants","1964","kg","7.03"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Stimulants","1965","kg","6.9"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Stimulants","1966","kg","7.36"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Stimulants","1967","kg","7.25"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Stimulants","1968","kg","7.65"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Stimulants","1969","kg","7.42"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Stimulants","1970","kg","7.77"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Stimulants","1971","kg","7.51"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Stimulants","1972","kg","7.79"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Stimulants","1973","kg","7.9"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Stimulants","1974","kg","7.64"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Stimulants","1975","kg","6.97"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Stimulants","1976","kg","7.08"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Stimulants","1977","kg","6.4"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Stimulants","1978","kg","5.78"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Stimulants","1979","kg","6.76"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Stimulants","1980","kg","6.54"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Stimulants","1981","kg","6.34"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Stimulants","1982","kg","7.46"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Stimulants","1983","kg","6.32"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Stimulants","1984","kg","7.7"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Stimulants","1985","kg","7.04"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Stimulants","1986","kg","7.61"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Stimulants","1987","kg","7.19"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Stimulants","1988","kg","7.3"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Stimulants","1989","kg","7.58"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Stimulants","1990","kg","7.75"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Stimulants","1991","kg","8.19"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Stimulants","1992","kg","8.15"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Stimulants","1993","kg","7.46"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Stimulants","1994","kg","7.91"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Stimulants","1995","kg","6.99"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Stimulants","1996","kg","8.44"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Stimulants","1997","kg","7.49"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Stimulants","1998","kg","7.93"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Stimulants","1999","kg","7.63"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Stimulants","2000","kg","7.01"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Stimulants","2001","kg","7.11"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Stimulants","2002","kg","6.52"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Stimulants","2003","kg","6.58"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Stimulants","2004","kg","7.27"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Stimulants","2005","kg","7.52"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Stimulants","2006","kg","9.02"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Stimulants","2007","kg","9.45"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Stimulants","2008","kg","8.97"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Stimulants","2009","kg","8.36"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Stimulants","2010","kg","7.61"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Stimulants","2011","kg","7.95"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Stimulants","2012","kg","8.02"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Stimulants","2013","kg","7.8"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Spices","1961","kg","0.15"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Spices","1962","kg","0.12"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Spices","1963","kg","0.18"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Spices","1964","kg","0.16"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Spices","1965","kg","0.17"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Spices","1966","kg","0.17"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Spices","1967","kg","0.18"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Spices","1968","kg","0.17"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Spices","1969","kg","0.18"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Spices","1970","kg","0.18"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Spices","1971","kg","0.17"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Spices","1972","kg","0.18"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Spices","1973","kg","0.25"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Spices","1974","kg","0.27"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Spices","1975","kg","0.19"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Spices","1976","kg","0.24"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Spices","1977","kg","0.25"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Spices","1978","kg","0.25"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Spices","1979","kg","0.3"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Spices","1980","kg","0.22"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Spices","1981","kg","0.24"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Spices","1982","kg","0.27"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Spices","1983","kg","0.3"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Spices","1984","kg","0.32"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Spices","1985","kg","0.33"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Spices","1986","kg","0.32"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Spices","1987","kg","0.32"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Spices","1988","kg","0.34"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Spices","1989","kg","0.38"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Spices","1990","kg","0.38"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Spices","1991","kg","0.39"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Spices","1992","kg","0.42"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Spices","1993","kg","0.49"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Spices","1994","kg","0.45"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Spices","1995","kg","0.47"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Spices","1996","kg","0.49"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Spices","1997","kg","0.56"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Spices","1998","kg","0.55"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Spices","1999","kg","0.55"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Spices","2000","kg","0.58"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Spices","2001","kg","0.64"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Spices","2002","kg","0.61"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Spices","2003","kg","0.66"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Spices","2004","kg","0.69"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Spices","2005","kg","0.73"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Spices","2006","kg","0.79"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Spices","2007","kg","0.83"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Spices","2008","kg","0.92"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Spices","2009","kg","0.95"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Spices","2010","kg","0.99"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Spices","2011","kg","1.08"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Spices","2012","kg","1.04"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Spices","2013","kg","1.08"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Alcoholic Beverages","1961","1000 tonnes","4698"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Alcoholic Beverages","1962","1000 tonnes","4744"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Alcoholic Beverages","1963","1000 tonnes","4840"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Alcoholic Beverages","1964","1000 tonnes","5094"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Alcoholic Beverages","1965","1000 tonnes","5133"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Alcoholic Beverages","1966","1000 tonnes","5655"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Alcoholic Beverages","1967","1000 tonnes","5657"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Alcoholic Beverages","1968","1000 tonnes","5763"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Alcoholic Beverages","1969","1000 tonnes","6076"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Alcoholic Beverages","1970","1000 tonnes","6272"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Alcoholic Beverages","1971","1000 tonnes","6476"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Alcoholic Beverages","1972","1000 tonnes","6674"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Alcoholic Beverages","1973","1000 tonnes","7024"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Alcoholic Beverages","1974","1000 tonnes","7393"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Alcoholic Beverages","1975","1000 tonnes","7316"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Alcoholic Beverages","1976","1000 tonnes","7404"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Alcoholic Beverages","1977","1000 tonnes","7450"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Alcoholic Beverages","1978","1000 tonnes","7558"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Alcoholic Beverages","1979","1000 tonnes","7628"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Alcoholic Beverages","1980","1000 tonnes","7358"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Alcoholic Beverages","1981","1000 tonnes","6814"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Alcoholic Beverages","1982","1000 tonnes","6599"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Alcoholic Beverages","1983","1000 tonnes","6693"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Alcoholic Beverages","1984","1000 tonnes","6729"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Alcoholic Beverages","1985","1000 tonnes","6663"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Alcoholic Beverages","1986","1000 tonnes","6644"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Alcoholic Beverages","1987","1000 tonnes","6800"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Alcoholic Beverages","1988","1000 tonnes","6869"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Alcoholic Beverages","1989","1000 tonnes","7016"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Alcoholic Beverages","1990","1000 tonnes","7068"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Alcoholic Beverages","1991","1000 tonnes","6807"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Alcoholic Beverages","1992","1000 tonnes","6549"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Alcoholic Beverages","1993","1000 tonnes","6441"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Alcoholic Beverages","1994","1000 tonnes","6656"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Alcoholic Beverages","1995","1000 tonnes","6590"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Alcoholic Beverages","1996","1000 tonnes","6784"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Alcoholic Beverages","1997","1000 tonnes","6955"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Alcoholic Beverages","1998","1000 tonnes","6683"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Alcoholic Beverages","1999","1000 tonnes","6715"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Alcoholic Beverages","2000","1000 tonnes","6534"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Alcoholic Beverages","2001","1000 tonnes","6744"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Alcoholic Beverages","2002","1000 tonnes","6683"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Alcoholic Beverages","2003","1000 tonnes","6793"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Alcoholic Beverages","2004","1000 tonnes","6817"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Alcoholic Beverages","2005","1000 tonnes","6672"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Alcoholic Beverages","2006","1000 tonnes","6208"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Alcoholic Beverages","2007","1000 tonnes","6335"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Alcoholic Beverages","2008","1000 tonnes","5753"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Alcoholic Beverages","2009","1000 tonnes","5485"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Alcoholic Beverages","2010","1000 tonnes","5501"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Alcoholic Beverages","2011","1000 tonnes","5671"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Alcoholic Beverages","2012","1000 tonnes","5347"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Alcoholic Beverages","2013","1000 tonnes","5276"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Alcoholic Beverages","1961","kg","92.22"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Alcoholic Beverages","1962","kg","91.75"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Alcoholic Beverages","1963","kg","92.52"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Alcoholic Beverages","1964","kg","96.41"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Alcoholic Beverages","1965","kg","95.54"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Alcoholic Beverages","1966","kg","97.37"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Alcoholic Beverages","1967","kg","98.96"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Alcoholic Beverages","1968","kg","101.2"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Alcoholic Beverages","1969","kg","104.94"
